Proprietary Name	NDC Package Code	Strength	Dosage Form	Route	Appl. No.	Labeler Name	Product NDC	Nonproprietary Name	Substance Name	Product Type Name	Start Marketing Date	End Marketing Date	Market Category	Package Description	Pharm Class	DEA	Sample Package	Listing Record Certified Through:
Phentermine Hydrochloride	50090-0653-0	37.5 mg/1	CAPSULE	ORAL	ANDA040887	A-S Medication Solutions	50090-0653	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (50090-0653-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	51224-202-50	30 mg/1	CAPSULE	ORAL	ANDA202248	"TAGI Pharma, Inc"	51224-202	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	100 CAPSULE in 1 BOTTLE (51224-202-50)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71335-0564-6	30 mg/1	CAPSULE	ORAL	ANDA040875	Bryant Ranch Prepack	71335-0564	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	14 CAPSULE in 1 BOTTLE (71335-0564-6)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine hydrochloride	71335-0646-2	37.5 mg/1	CAPSULE	ORAL	ANDA205017	Bryant Ranch Prepack	71335-0646	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/24/2017	N/A	ANDA	7 CAPSULE in 1 BOTTLE (71335-0646-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine hydrochloride	71335-0646-5	37.5 mg/1	CAPSULE	ORAL	ANDA205017	Bryant Ranch Prepack	71335-0646	phentermine hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	01/24/2017	N/A	ANDA	90 CAPSULE in 1 BOTTLE (71335-0646-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	55289-624-60	30 mg/1	CAPSULE	ORAL	ANDA040875	"PD-Rx Pharmaceuticals, Inc."	55289-624	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	"60 CAPSULE in 1 BOTTLE, PLASTIC (55289-624-60)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0678-8	30 mg/1	CAPSULE	ORAL	ANDA040886	Bryant Ranch Prepack	71335-0678	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	28 CAPSULE in 1 BOTTLE (71335-0678-8)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50436-1310-2	30 mg/1	CAPSULE	ORAL	ANDA087022	Unit Dose Services	50436-1310	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	14 CAPSULE in 1 BOTTLE (50436-1310-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50436-3175-5	30 mg/1	CAPSULE	ORAL	ANDA040886	Unit Dose Services	50436-3175	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	14 CAPSULE in 1 BOTTLE (50436-3175-5)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50436-6744-1	37.5 mg/1	TABLET	ORAL	ANDA040555	Unit Dose Services	50436-6744	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2005	N/A	ANDA	14 TABLET in 1 BOTTLE (50436-6744-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	43063-182-15	37.5 mg/1	CAPSULE	ORAL	ANDA040887	"PD-Rx Pharmaceuticals, Inc."	43063-182	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"15 CAPSULE in 1 BOTTLE, PLASTIC (43063-182-15)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-512-60	15 mg/1	CAPSULE	ORAL	ANDA040886	Proficient Rx LP	63187-512	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	60 CAPSULE in 1 BOTTLE (63187-512-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-512-90	15 mg/1	CAPSULE	ORAL	ANDA040886	Proficient Rx LP	63187-512	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	90 CAPSULE in 1 BOTTLE (63187-512-90)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-515-07	37.5 mg/1	TABLET	ORAL	ANDA040555	Proficient Rx LP	63187-515	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2005	N/A	ANDA	7 TABLET in 1 BOTTLE (63187-515-07)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-515-30	37.5 mg/1	TABLET	ORAL	ANDA040555	Proficient Rx LP	63187-515	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2005	N/A	ANDA	30 TABLET in 1 BOTTLE (63187-515-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-800-60	37.5 mg/1	TABLET	ORAL	ANDA203068	Proficient Rx LP	63187-800	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	06/10/2011	N/A	ANDA	60 TABLET in 1 BOTTLE (63187-800-60)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50436-6744-4	37.5 mg/1	TABLET	ORAL	ANDA040555	Unit Dose Services	50436-6744	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2005	N/A	ANDA	28 TABLET in 1 BOTTLE (50436-6744-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50436-6760-2	30 mg/1	TABLET	ORAL	ANDA040526	Unit Dose Services	50436-6760	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	14 TABLET in 1 BOTTLE (50436-6760-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	63187-987-07	30 mg/1	CAPSULE	ORAL	ANDA040875	Proficient Rx LP	63187-987	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	7 CAPSULE in 1 BOTTLE (63187-987-07)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	43063-596-60	30 mg/1	TABLET	ORAL	ANDA040526	"PD-Rx Pharmaceuticals, Inc."	43063-596	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"60 TABLET in 1 BOTTLE, PLASTIC (43063-596-60)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-646-30	30 mg/1	CAPSULE	ORAL	ANDA202248	"PD-Rx Pharmaceuticals, Inc."	43063-646	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	"30 CAPSULE in 1 BOTTLE, PLASTIC (43063-646-30)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1201-0	30 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1201	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"1000 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1201-0)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	70771-1202-3	37.5 mg/1	"TABLET, ORALLY DISINTEGRATING"	ORAL	ANDA204663	Cadila Healthcare Limited	70771-1202	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/08/2018	N/A	ANDA	"30 TABLET, ORALLY DISINTEGRATING in 1 BOTTLE (70771-1202-3)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50090-3992-0	37.5 mg/1	CAPSULE	ORAL	ANDA201961	A-S Medication Solutions	50090-3992	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/20/2011	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (50090-3992-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0564-2	30 mg/1	CAPSULE	ORAL	ANDA040875	Bryant Ranch Prepack	71335-0564	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	7 CAPSULE in 1 BOTTLE (71335-0564-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0564-4	30 mg/1	CAPSULE	ORAL	ANDA040875	Bryant Ranch Prepack	71335-0564	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	28 CAPSULE in 1 BOTTLE (71335-0564-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50436-0250-2	37.5 mg/1	TABLET	ORAL	ANDA040876	Unit Dose Services	50436-0250	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	14 TABLET in 1 BOTTLE (50436-0250-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	50436-0250-4	37.5 mg/1	TABLET	ORAL	ANDA040876	Unit Dose Services	50436-0250	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	28 TABLET in 1 BOTTLE (50436-0250-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	55289-701-07	37.5 mg/1	TABLET	ORAL	ANDA040876	"PD-Rx Pharmaceuticals, Inc."	55289-701	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"7 TABLET in 1 BOTTLE, PLASTIC (55289-701-07)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-701-90	37.5 mg/1	TABLET	ORAL	ANDA040876	"PD-Rx Pharmaceuticals, Inc."	55289-701	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"90 TABLET in 1 BOTTLE, PLASTIC (55289-701-90)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	64980-190-10	37.5 mg/1	TABLET	ORAL	ANDA091451	"Rising Pharmaceuticals, Inc."	64980-190	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	09/21/2012	N/A	ANDA	"1000 TABLET in 1 BOTTLE, PLASTIC (64980-190-10)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71335-0350-0	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	90 TABLET in 1 BOTTLE (71335-0350-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0350-2	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	14 TABLET in 1 BOTTLE (71335-0350-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0350-4	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	71335-0350	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	28 TABLET in 1 BOTTLE (71335-0350-4)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-646-28	30 mg/1	CAPSULE	ORAL	ANDA202248	"PD-Rx Pharmaceuticals, Inc."	43063-646	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	"28 CAPSULE in 1 BOTTLE, PLASTIC (43063-646-28)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	50436-9029-2	15 mg/1	CAPSULE	ORAL	ANDA040886	Unit Dose Services	50436-9029	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	21 CAPSULE in 1 BOTTLE (50436-9029-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71335-0678-0	30 mg/1	CAPSULE	ORAL	ANDA040886	Bryant Ranch Prepack	71335-0678	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	24 CAPSULE in 1 BOTTLE (71335-0678-0)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0678-2	30 mg/1	CAPSULE	ORAL	ANDA040886	Bryant Ranch Prepack	71335-0678	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	7 CAPSULE in 1 BOTTLE (71335-0678-2)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	71335-0474-1	30 mg/1	CAPSULE	ORAL	ANDA087022	Bryant Ranch Prepack	71335-0474	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	12/01/2007	N/A	ANDA	30 CAPSULE in 1 BOTTLE (71335-0474-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-800-07	37.5 mg/1	TABLET	ORAL	ANDA203068	Proficient Rx LP	63187-800	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	06/10/2011	N/A	ANDA	7 TABLET in 1 BOTTLE (63187-800-07)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-800-15	37.5 mg/1	TABLET	ORAL	ANDA203068	Proficient Rx LP	63187-800	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	06/10/2011	N/A	ANDA	15 TABLET in 1 BOTTLE (63187-800-15)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63187-800-30	37.5 mg/1	TABLET	ORAL	ANDA203068	Proficient Rx LP	63187-800	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	06/10/2011	N/A	ANDA	30 TABLET in 1 BOTTLE (63187-800-30)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	51224-202-70	30 mg/1	CAPSULE	ORAL	ANDA202248	"TAGI Pharma, Inc"	51224-202	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	1000 CAPSULE in 1 BOTTLE (51224-202-70)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	71205-250-07	30 mg/1	CAPSULE	ORAL	ANDA091359	Proficient Rx LP	71205-250	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/19/2010	N/A	ANDA	7 CAPSULE in 1 BOTTLE (71205-250-07)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
PHENTERMINE HYDROCHLORIDE	42806-524-01	37.5 mg/1	CAPSULE	ORAL	ANDA040228	"Epic Pharma, LLC"	42806-524	PHENTERMINE HYDROCHLORIDE	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	04/15/2015	N/A	ANDA	100 CAPSULE in 1 BOTTLE (42806-524-01)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	53489-676-01	30 mg/1	TABLET	ORAL	ANDA040526	"Sun Pharmaceutical Industries, Inc."	53489-676	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/12/2013	N/A	ANDA	"100 TABLET in 1 BOTTLE, PLASTIC (53489-676-01)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-437-21	37.5 mg/1	TABLET	ORAL	ANDA200272	"PD-Rx Pharmaceuticals, Inc."	43063-437	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/08/2011	N/A	ANDA	"21 TABLET in 1 BOTTLE, PLASTIC (43063-437-21)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-1106-1	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	63629-1106	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	06/17/2020	N/A	ANDA	"100 TABLET in 1 BOTTLE, PLASTIC (63629-1106-1)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-1107-1	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	63629-1107	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	06/17/2020	N/A	ANDA	"1000 TABLET in 1 BOTTLE, PLASTIC (63629-1107-1)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-1108-1	30 mg/1	TABLET	ORAL	ANDA040526	Bryant Ranch Prepack	63629-1108	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	06/17/2020	N/A	ANDA	"30 TABLET in 1 BOTTLE, PLASTIC (63629-1108-1)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-646-60	30 mg/1	CAPSULE	ORAL	ANDA202248	"PD-Rx Pharmaceuticals, Inc."	43063-646	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	02/17/2012	N/A	ANDA	"60 CAPSULE in 1 BOTTLE, PLASTIC (43063-646-60)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	43063-654-60	30 mg/1	CAPSULE	ORAL	ANDA040886	"PD-Rx Pharmaceuticals, Inc."	43063-654	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	"60 CAPSULE in 1 BOTTLE, PLASTIC (43063-654-60)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	55289-701-28	37.5 mg/1	TABLET	ORAL	ANDA040876	"PD-Rx Pharmaceuticals, Inc."	55289-701	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"28 TABLET in 1 BOTTLE, PLASTIC (55289-701-28)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-791-07	15 mg/1	CAPSULE	ORAL	ANDA040886	"PD-Rx Pharmaceuticals, Inc."	55289-791	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	"7 CAPSULE in 1 BOTTLE, PLASTIC (55289-791-07)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-791-28	15 mg/1	CAPSULE	ORAL	ANDA040886	"PD-Rx Pharmaceuticals, Inc."	55289-791	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	"28 CAPSULE in 1 BOTTLE, PLASTIC (55289-791-28)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	10702-067-03	8 mg/1	TABLET	ORAL	ANDA203436	"KVK-TECH, Inc."	10702-067	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	03/29/2018	N/A	ANDA	30 TABLET in 1 BOTTLE (10702-067-03)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2020
Phentermine Hydrochloride	55289-624-14	30 mg/1	CAPSULE	ORAL	ANDA040875	"PD-Rx Pharmaceuticals, Inc."	55289-624	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	"14 CAPSULE in 1 BOTTLE, PLASTIC (55289-624-14)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-701-21	37.5 mg/1	TABLET	ORAL	ANDA040876	"PD-Rx Pharmaceuticals, Inc."	55289-701	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/15/2012	N/A	ANDA	"21 TABLET in 1 BOTTLE, PLASTIC (55289-701-21)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	55289-791-60	15 mg/1	CAPSULE	ORAL	ANDA040886	"PD-Rx Pharmaceuticals, Inc."	55289-791	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	08/07/2012	N/A	ANDA	"60 CAPSULE in 1 BOTTLE, PLASTIC (55289-791-60)"	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
Phentermine Hydrochloride	63629-5075-1	30 mg/1	CAPSULE	ORAL	ANDA091359	Bryant Ranch Prepack	63629-5075	Phentermine Hydrochloride	PHENTERMINE HYDROCHLORIDE	HUMAN PRESCRIPTION DRUG	07/19/2010	N/A	ANDA	30 CAPSULE in 1 BOTTLE (63629-5075-1)	"Appetite Suppression [PE], Increased Sympathetic Activity [PE], Sympathomimetic Amine Anorectic [EPC]"	CIV	No	12/31/2021
